40542432;1236;29;30;19;17;39
36000293;1235;18;0;16;23;7;11
37871226;1234;29;23;0;15;24;20
59216039;1235;5;10;14;20;36;1
30459269;1235;34;29;28;5;37;35
48628216;1235;23;8;16;0;32;11
17688962;1235;27;36;22;11;28
52186741;1236;8;11;28;10;1;16
10289394;1235;22;10;30;19;41;16
10930513;1236;34;6;7;37;1
55176907;1236;10;27;29;4;14;35
44573175;1235;0;10;20;14;13
31136941;1236;36;34;16;12;40
40541133;1236;2;38;39;13;12
46044852;1234;12;40;32;13;38;16
32427169;1234;10;41;5;6;2;7
34803028;1235;31;23;28;4;25
28118232;1234;22;39;25;11;13;3
41399982;1234;37;39;3;38;1
14578782;1235;36;25;31;28;37;38
40002485;1234;28;8;39;19;17;35
35489970;1236;35;21;9;28;32;23
24375723;1234;33;38;3;40;21;5
56076476;1235;26;3;1;23;21;41
42005676;1236;1;21;27;8;20;15
57651043;1235;8;28;11;30;35;23
29171126;1235;21;8;6;16;17;7
40786079;1236;12;13;27;4;20;35
44561915;1236;4;40;10;17;19;34
13766695;1235;21;15;10;38;24;17
30988784;1236;25;41;28;37;7;32
47028041;1236;31;8;7;9;2;39
24282550;1234;5;3;4;35;13;20
33469203;1235;5;12;17;26;39
19423873;1236;40;28;9;20;24;34
33561559;1235;39;17;19;7;1;35
21385305;1236;32;11;15;37;10;30
57961893;1236;6;38;34;32;0;5
17487805;1235;29;3;14;5;30;22
19753704;1236;22;28;18;0;3;39
12871503;1236;29;39;28;21;10;20
51222112;1235;20;11;19;6;39
59430952;1236;5;11;12;24;10;15
16291048;1235;12;9;32;21;36;23
14435909;1236;34;30;1;33;2;27
57295198;1236;31;30;24;12;15;18
16281315;1234;12;24;3;9;1;37
28822164;1235;41;21;3;32;35;17
47895250;1236;0;11;33;20;24;27
12250968;1234;18;39;36;31;21;9
21650300;1234;37;20;21;27;3
32728352;1235;24;36;39;7;8;29
33374660;1234;9;26;28;40
10958815;1234;18;29;10;37;38;25
49315501;1234;27;11;26;41;35;31
15969401;1236;36;27;26;19;22
31622575;1235;18;14;21;15;40
50519827;1235;17;3;8;37;31
12761047;1236;36;39;3;25;8;2
19836075;1236;26;30;21;0;19;15
59042110;1236;13;29;31;3;1;37
52453040;1235;27;15;17;3;12
33348446;1236;1;12;0;13;33;40
25578051;1236;11;6;16;40;8;2
25021660;1235;0;7;9;4;17;2
34111518;1235;3;2;4;19;17;35
31135691;1235;33;6;32;41;16;39
44202211;1235;10;17;21;0;27;29
26517732;1235;39;14;22;33;21;24
26333740;1235;16;39;6;19;1
42494669;1235;5;24;38;25;28;6
12015706;1235;24;31;36;1;5;22
37351218;1234;0;8;40;4;12;32
15723336;1236;24;3;23;7;12;41
56777540;1236;5;2;21;8;29
38961606;1235;15;33;17;30;40;24
31172796;1236;36;16;17;22;19;40
44313564;1234;31;7;14;13;26
29018352;1234;5;34;38;32;8
38382365;1234;39;29;28;30;26
16640821;1235;33;39;0;2;10
42535349;1236;6;25;4;11;29;33
23182236;1236;26;20;17;35;21
32054095;1236;14;3;8;19;38;21
39772865;1234;19;10;39;11;31
39781342;1235;29;9;37;4;2;11
27496298;1234;4;26;18;19;11;10
20108990;1235;25;38;32;19;33;21
48986547;1234;2;16;27;29;10;40
31005406;1234;40;14;2;20;5;32
27985414;1235;28;6;10;0;33;12
49376730;1235;17;23;35;22;18;32
17387722;1236;19;41;7;35;4;2
32585923;1234;4;35;36;17;12
29253904;1235;1;8;0;35;9;6
31527425;1235;32;8;2;36;17;7
34353109;1234;11;6;22;20;35;0
29581731;1234;7;36;16;40;12;25
44351310;1236;12;34;9;20;27
34806770;1235;16;8;26;11;41;36
42498460;1236;31;0;11;4;13;12
11812325;1235;14;10;5;13;29;33
45620126;1235;0;31;4;38;21;33
10911446;1236;21;13;39;1;7;17
45890266;1234;11;18;22;23;35;36
28783448;1236;32;21;4;6;8;35
37332538;1234;2;19;16;11;26
23453485;1235;15;9;37;16;22
56845781;1236;20;41;18;17;23;29
17709486;1234;16;29;20;38;2;28
21667801;1234;34;30;33;27;15;31
59562884;1234;4;5;20;41;32
49426541;1235;11;39;22;28;16
28723829;1236;16;30;37;19;36;7
17454454;1236;21;31;16;41;34
26297288;1235;10;7;13;9;33;17
52190584;1234;39;1;17;32;3
45539389;1234;8;24;5;27;34;20
11411234;1235;7;38;1;25;22;23
59692434;1234;27;7;9;3;33;23
54338711;1234;38;8;33;21;23;29
15233766;1235;15;27;40;35;11;26
19724023;1236;0;35;27;10;3;4
46235371;1235;2;30;41;23;7
38217318;1235;25;2;36;15;27
39968432;1234;34;10;39;24;9;22
48109595;1234;8;31;17;16;22;30
56833128;1235;23;34;32;4;14;30
46190603;1236;39;13;26;2;34;41
48542419;1234;32;26;39;20;27;16
56996440;1235;40;19;6;41;23;28
24598854;1236;23;29;8;0;13;31
48809519;1235;39;41;33;23;31;11
43103265;1234;21;8;26;1;25;3
57371731;1236;23;25;36;4;2
55534916;1236;38;16;2;6;5
45638506;1236;2;4;19;32;31
11806410;1236;5;16;35;27;37;8
53224091;1236;31;29;13;5;38;11
17717743;1236;31;29;39;26;2;12
57196405;1234;4;33;3;22;32
11609541;1234;40;1;4;15;20
54182557;1235;37;5;39;30;32
57967808;1234;12;17;4;33;24
55732634;1235;34;3;2;35;12;13
58451216;1234;34;24;13;2;5;35
56298076;1234;10;39;40;32;27
15801289;1234;26;33;34;40;7
56479519;1236;35;7;16;28;18;10
31134098;1236;39;38;21;40;5;8
21758850;1234;8;14;22;5;40;12
44442606;1234;31;35;33;13;38;3
56923760;1234;15;38;20;8;31;3
59506912;1235;9;25;40;17;32;11
42196769;1235;4;22;15;27;32;24
38137125;1236;35;29;41;23;12;28
30720422;1236;18;32;9;30;35;37
59036480;1234;1;7;6;18;29;23
41857789;1236;19;30;26;29;22;2
10828857;1236;20;36;22;18;39
35110485;1235;25;8;7;12;6;26
49105043;1235;36;34;0;18;27;30
31065868;1236;35;10;22;41;25;26
17524928;1235;18;35;13;9;28;32
26955886;1236;18;13;19;22;11;17
49098914;1235;28;19;4;6;3
48069914;1235;16;28;25;39;38;3
18858765;1236;3;37;12;27;31
51285749;1235;0;13;29;6;7;31
14920084;1235;40;2;0;5;21
43061086;1236;30;36;23;25;39;29
36209568;1234;17;40;9;26;2;8
19585850;1235;13;7;31;39;10;28
49299513;1236;29;20;34;38;21
41974908;1234;0;7;38;11;2
40057737;1235;34;36;21;35;13
14769264;1234;7;34;3;21;10;38
49012312;1235;33;10;8;12;29
24586655;1234;25;18;1;41;30;3
24737291;1236;39;36;7;3;0
28357891;1235;1;16;22;30;41;5
24353108;1234;13;32;27;14;0
10648344;1236;2;27;36;19;10;32
27268543;1234;7;30;33;41;34;12
45989785;1236;26;19;3;13;10;17
28113020;1236;32;34;29;41;4;8
55304712;1236;11;8;22;39;7
53644893;1234;22;24;0;28;4;33
36216842;1236;35;24;5;26;22;40
48807353;1234;0;8;28;12;22;6
33742962;1234;2;36;31;21;4;1
48116934;1236;9;1;40;31;18;38
46071120;1235;1;9;11;37;35
37634418;1234;13;17;34;33
22157564;1235;38;21;6;15;25;12
27232774;1235;9;5;11;23;34;3
53395469;1235;41;35;9;22;3;7
13924715;1236;3;34;1;28
54730695;1236;19;26;8;18;32;33
51132544;1234;0;32;38;11;2;24
47764704;1234;11;22;23;14;15;24
34109569;1236;38;28;21;15;39;20
15558414;1235;11;20;32;14;35;3
20464106;1234;20;37;33;40;12;6
32089487;1235;40;19;0;27;36;11
48919729;1235;20;21;8;22;35;15
41637538;1235;18;10;15;38;39;24
43231228;1235;9;3;35;4;25;5
57574282;1234;34;36;4;22;7;29
30294498;1234;6;24;29;7;38;16
29505549;1235;17;25;12;10
30219415;1236;29;25;3;41;16
56407862;1234;18;24;9;38;27
29182406;1236;0;15;11;7;24;23
38937455;1236;23;8;19;4;0;14
44137339;1234;26;19;36;37;4
35742699;1236;30;14;37;36;6;27
54256606;1234;32;31;18;14;30;36
11263079;1234;23;25;1;7;24
39870692;1234;35;34;37;29;0;20
15139551;1234;17;11;4;3;7
39008466;1234;20;25;15;11;33
51653151;1234;23;6;8;3;38;35
49299149;1236;36;1;29;6;9
41560011;1235;39;9;18;19;13
20741654;1235;28;6;9;10;20;41
13367478;1235;33;15;13;40;29;8
55245445;1235;13;4;29;36;9;0
25141980;1234;34;31;0;26;40;33
11342292;1234;40;14;26;10;30
40299155;1235;8;40;15;14;31;25
44828372;1234;7;0;8;22;30;32
46945835;1235;18;29;34;38;26;12
13200154;1236;12;3;41;13;23;30
55401636;1234;35;34;20;3;7
12658651;1235;27;16;29;32;1;26
29174333;1234;23;25;29;3;30;11
10105081;1235;14;4;5;31;12
18182549;1235;0;19;10;39;8;40
36568112;1236;8;14;22;6;28;37
40337697;1234;6;26;17;16;5;25
53798795;1234;7;39;10;27;22;5
41073401;1235;20;11;39;2;24;19
57864352;1235;19;39;8;2;31;4
47631197;1235;32;12;26;33;17;18
29574721;1234;4;7;28;11;24;19
15546736;1236;11;35;37;7;14;21
25984723;1235;22;6;30;7;21
27075469;1236;9;24;3;33;2;39
34096214;1234;12;35;20;4;37
56369190;1236;9;13;15;19;39;34
57920137;1236;27;19;17;32;10;16
15457213;1236;24;1;0;29;25;30
57467868;1234;8;34;11;7;41;22
53806936;1235;10;21;19;8;27
39749913;1235;27;40;6;17;23;1
27868567;1234;21;8;5;16;13;23
26456732;1235;25;36;5;31;22
11306858;1236;28;31;26;12;38;3
54872475;1234;25;24;1;9;17;6
51068745;1236;33;36;4;2;13;10
53129983;1235;7;31;23;21;15
49558700;1236;20;22;11;39;6;35
31728102;1236;29;4;35;32;15;22
31696002;1234;39;34;8;16;13;6
17715860;1235;30;19;39;20;6;10
58467243;1235;10;31;1;33;17
41674221;1235;21;23;18;19
59674417;1234;33;30;28;22;8;23
58332067;1236;17;36;38;4;2;7
58884563;1234;23;38;11;3;26
49570023;1234;22;17;19;39;11
52485018;1234;14;32;11;20;8
25614658;1234;40;3;35;34;28;5
11912911;1235;29;33;32;7;18
44372751;1235;17;34;12;37;41;1
28645800;1235;12;38;16;32;23;29
40805321;1235;13;41;26;32;25
57044269;1236;11;30;29;28;14;40
14128242;1234;39;19;26;33;29
19002943;1235;8;24;11;36;39;7
23655790;1234;7;14;35;23;30
13512393;1234;3;32;33;26;34;37
45762557;1234;41;8;21;36;17;6
40813213;1236;4;22;0;39;27
53763980;1235;40;26;21;5;27;37
29071894;1235;41;39;40;2;37;8
58523166;1235;17;28;36;41;34;16
40015486;1234;7;38;29;10;25;33
26441713;1235;9;31;29;15;21;41
14108841;1235;18;29;21;19;26;37
22830455;1235;39;10;35;3;17;25
59801892;1235;39;9;34;15;6;25
48853560;1234;5;12;10;15;6;1
22625777;1235;2;17;1;5;30;4
41370787;1235;19;27;7;26;23;10
19265719;1236;16;15;26;30;11;8
42208520;1236;40;18;25;29;4
17012891;1236;36;13;16;18;30;19
27121322;1234;2;10;0;12;11
54688938;1234;2;40;6;14;13;17
45162842;1235;31;39;14;33;3;9
57708651;1234;32;28;5;36
13735195;1235;0;26;31;6;18
14445552;1236;9;5;32;0;36;38
34192356;1234;41;15;21;29;11;33
47699243;1235;33;13;10;26;32;38
44674090;1235;26;33;18;7;22
25162357;1234;27;3;12;5;15
38460406;1236;26;8;20;12;14;39
14662545;1234;9;15;5;22;0;14
18939104;1234;1;3;21;36;41;5
55549152;1234;39;19;36;28;5;1
48114373;1235;15;27;34;26;12;28
22806449;1234;29;13;35;9;11;0
54253165;1236;30;5;8;9;4;39
33374498;1234;39;34;25;6;1;10
10824686;1235;7;30;6;0;21;15
20685926;1235;28;11;24;36;20;8
17433569;1234;13;23;15;31;3;2
30725701;1234;38;22;24;29;35
12354441;1234;21;10;16;1;14;20
43536409;1235;39;25;28;22;41;24
20419481;1234;0;25;22;41;26;30
37309816;1236;19;30;35;20;4;22
22550132;1235;8;2;36;25;10;31
24648592;1234;5;32;4;34;13
23712219;1236;15;36;13;41;31;12
59986206;1234;25;17;0;18;33;12
49216792;1234;41;38;16;31
14363559;1235;34;21;19;1;11
19700771;1236;24;16;19;1;30;17
14612898;1235;10;7;2;22;16;26
29576356;1235;16;38;36;35;14;33
28945151;1235;21;13;26;7;34
47657190;1236;14;35;37;18;11;29
20922011;1234;18;29;9;7
46900556;1234;36;5;12;19;34;28
14182208;1235;38;8;20;15;3;31
19739890;1234;31;37;41;15;2;13
26303324;1235;38;22;10;12;9;26
39602674;1235;37;12;15;40;8
29733092;1236;25;20;8;1;40
36189647;1236;20;4;29;25;11;39
28834436;1236;17;35;0;20;28;10
22315164;1235;32;14;28;23;16;18
17535320;1235;29;10;13;41;3;17
57195552;1236;5;35;15;36;28;9
14200553;1235;12;11;15;28;13
52282036;1235;40;35;31;21;24;20
52420050;1234;24;37;20;28;33;3
47230386;1235;38;20;23;13;0;10
51556554;1234;35;30;16;5;0;31
22740750;1235;36;17;28;9;30;10
26321401;1236;34;32;19;18;29;9
48785136;1236;15;31;19;24;23;37
19905245;1235;15;38;16;14;39;35
34198478;1236;15;7;28;33;21;14
12766906;1236;36;12;28;27;31
52678998;1236;3;14;23;9;5;26
56681638;1234;34;35;41;18;14;12
56953184;1234;33;38;17;9;29
46741555;1235;15;11;3;9;8;37
43004963;1235;11;1;4;6;35
35024871;1236;15;26;12;10;4;5
59213838;1235;8;29;12;36;6;41
57491765;1236;33;37;13;22;16;23
58535666;1235;34;23;4;37;31;13
42958882;1235;9;3;0;28;19
15522083;1234;39;24;30;32;2
18060368;1234;39;35;5;24;10;21
41613999;1236;30;21;34;24;36;14
15447406;1236;32;6;17;37;23
10183893;1235;22;16;0;1;39;6
55394258;1236;7;6;31;35;14;19
37877797;1235;27;10;0;2;7;17
19184443;1236;39;31;14;7;16
52892156;1235;18;25;17;8;41
43163668;1234;34;21;19;28;23;12
20214005;1236;20;31;13;29;11;1
38470102;1235;7;23;19;31;37
32032937;1235;10;29;21;4;14
51370952;1236;9;4;40;33;13;18
50906528;1235;29;7;35;20;36
43761017;1236;24;32;40;13;8
29171522;1234;6;16;11;1;39;19
39751181;1236;3;1;34;20;5;40
12547061;1236;38;30;23;22
23946898;1234;14;36;17;25;3;41
37170635;1234;40;27;31;15;41;33
24520950;1235;8;40;3;38;33;16
43108566;1236;10;3;36;4;27;41
22647354;1236;38;22;8;41;11;9
50339302;1234;16;8;38;11;14
21037069;1235;0;25;39;21;4
36824416;1236;38;10;15;24;7;25
15013074;1235;39;21;10;23
45391177;1236;17;32;28;12;33;16
43459363;1234;1;41;9;11;17;27
29205105;1234;41;1;21;35;6;3
23488514;1236;34;13;22;36;20;11
53371374;1235;13;5;28;3;25
56279849;1235;35;13;1;27;29;20
26068827;1236;7;12;27;32;2
56525617;1236;1;22;11;16;7;14
13419338;1236;40;23;38;27;10;24
19783974;1234;30;12;24;39;11;16
39862971;1234;39;16;13;24;41;25
38121211;1235;13;18;2;35;31
20722551;1235;14;16;27;17;38;15
22396712;1236;39;8;22;6;16
23652368;1236;4;34;5;28;32
41738169;1235;16;13;21;22;41
27810581;1235;27;37;24;11;41;8
56372315;1234;2;19;25;12;18;22
45421110;1236;30;6;37;1;13;21
41856267;1234;6;27;9;16;12
10767342;1236;12;13;7;6;1;30
16690250;1235;8;23;25;6;28;32
50366575;1236;20;38;7;14;35;21
57729469;1235;38;28;39;41;4
25285880;1236;14;17;2;35;22;37
50768350;1235;0;4;10;35;34;9
14008663;1236;16;7;34;14;36
27393267;1235;19;37;11;12;26;29
21452030;1235;10;20;9;25;12
25695140;1235;37;4;24;12;32;28
22745366;1235;41;0;37;34;7
25452733;1236;33;11;41;34;26;32
32694163;1235;28;22;3;10;35;7
33925509;1236;4;23;30;31;26;35
40138647;1235;28;9;36;12;22
42705257;1235;22;0;23;41;3
50262567;1234;17;19;3;30;39;12
59012919;1234;37;21;7;26;18;14
30997595;1236;39;27;20;0;28
38907247;1235;19;3;20;35;1;12
33971120;1236;26;13;5;28;7;10
56761688;1234;0;14;13;40;31;1
53655926;1235;28;7;30;20;22;16
17927866;1236;18;12;40;1;27
23779177;1235;30;16;10;9
16644332;1234;11;18;9;25;38
52938163;1234;16;33;27;31;0;36
53283928;1234;19;11;29;3;38
21410289;1234;37;15;16;18
20774498;1236;37;18;21;22
10516764;1236;17;14;6;11;9;23
26646286;1235;32;20;14;22;37;16
39282425;1234;31;28;14;1;4
22937852;1236;15;35;27;23;16
12151374;1234;5;36;10;21;0
47881175;1234;16;30;14;4;24;6
14718861;1234;4;6;2;26;34;29
41253753;1234;19;16;2;25;17;15
41184669;1235;34;11;18;25;28
58324093;1235;1;18;7;23;0;36
23650749;1235;40;23;33;4;35;32
35884994;1235;4;3;37;21;34;33
43017239;1234;8;5;22;29;18
55423979;1235;25;39;13;16;2;0
27838325;1235;10;4;38;24;22;11
20965491;1235;0;9;14;21;1;8
37590749;1236;32;21;33;12;24;10
36467426;1236;21;9;11;16;1;26
10236019;1235;16;29;39;10
51251729;1234;4;17;21;15;25
49354455;1235;17;20;38;11;19
37373952;1236;39;11;24;26;18
15390359;1234;8;11;37;7;20;28
23473485;1234;5;22;29;39;23
41971623;1234;26;33;9;40;29;2
54633369;1236;17;7;21;38;23;32
52318768;1234;16;8;14;36;23
50795676;1234;36;38;16;26;34;22
23915382;1234;23;34;5;9;12;25
14520306;1236;32;17;25;19;4;22
32145814;1235;27;8;12;19;35;20
57551116;1235;8;24;2;11;13;41
44342809;1234;22;24;20;13;23;35
58010629;1235;33;1;16;8;12;10
29410159;1234;9;22;12;38;32;34
17200771;1236;7;16;0;14;22;27
10848004;1236;23;28;34;41;20
32766670;1236;25;13;35;22;15;8
41376569;1235;35;25;7;14;19;38
43704625;1235;22;30;0;29;37;23
47262454;1236;9;31;4;6;39
26419382;1235;38;41;5;27;29;3
10475665;1234;1;35;17;23;28;16
33163225;1235;10;9;36;33;5;6
59834563;1234;1;36;32;26;34
50784619;1236;10;22;25;9
22075374;1236;40;34;13;10;9;41
15313627;1236;11;5;22;3;0
44136414;1235;34;32;2;23;37;24
54666761;1234;7;4;18;5;10;9
19428270;1235;29;25;31;10;4;33
28713237;1235;18;14;4;39;35;9
43633180;1234;21;39;6;13;36
25736566;1235;29;18;1;39;6;14
39730345;1236;0;37;4;14;38;20
11384743;1234;41;14;31;21;6;22
41994449;1234;20;38;19;35;33
14721154;1236;27;36;12;9;25
24061543;1235;32;33;1;11;24
19793040;1235;32;41;15;4;17;22
44096919;1235;10;4;7;3;26;16
50640533;1236;12;30;5;3
46858484;1236;2;16;22;23;19
40644681;1235;33;12;24;5;17;6
52993190;1236;35;0;5;18;40;13
51307646;1236;8;11;1;31;22;12
26521631;1235;38;35;33;21;40;30
15077524;1236;31;4;13;30;17
33961974;1234;34;41;20;23;33;13
11658658;1236;21;5;10;36;18;24
37383222;1234;30;34;29;5;31;0
17465889;1236;38;22;4;35;21;30
52376926;1235;37;18;16;21;34
36656201;1236;28;20;13;40;36;34
39263465;1235;29;36;3;19;25;22
56587934;1234;30;9;40;35;27;0
26019204;1235;30;12;15;11;1;35
39153418;1235;38;33;15;31;20
57969685;1234;40;39;38;22;2;30
52706217;1234;26;1;28;3;37
47178820;1236;7;19;18;37;21;30
39305488;1235;20;31;8;6;27
21218312;1236;18;22;40;1;6;5
43091391;1236;17;3;31;1;7;2
10406849;1235;29;22;37;39;6;41
10456943;1234;27;11;20;9;12
37120422;1235;19;18;10;17;28;5
57465327;1236;11;38;5;34;37
31801814;1234;12;20;24;7;8;34
34734611;1235;20;13;26;39;15;17
27734015;1234;15;26;10;18;3
34269318;1234;18;33;16;30;1;36
27798861;1234;4;6;22;39;0
45406248;1236;23;11;18;28;7;36
31760619;1234;8;23;19;21;27
19711230;1235;25;27;31;26;5;40
